,loc,prod,ExportValue,time,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,POPIS,description,relatedness,WorldExport,EUExport,EUTopExporter,EUWorldMarketShare,hhi,euhhi,CZE_Rank,CZE_WorldMarketShare,CZE_EUMarketShare,PCI_Rank,PCI_Percentile,relatedness_Rank,relatedness_Percentile,export_Rank
16,CZE,10513,9745315.999999998,2023,1341,9,1,1.6022595148416798,2.6078058240108284,0.35001160273740456,1.3773197299057711,0.0,22.46093321982135,"Kachny, živé, o hmotnosti <= 185 g","Poultry: live, ducks, weighing not more than 185g",0.3500116027374046,39812123.0,34383517.0,FRA,0.8636443979639066,0.17581775765255078,0.2262632695306173,2.0,0.2447826256339055,0.28342987717050583,4833.0,86.21120228326792,5263.0,93.88155547627542,2.0
17,CZE,10514,323642.0,2023,1341,7,1,1.6022595148416798,3.0367023503990414,0.40001563399532186,1.3773197299057711,0.0,5.646406827415971,"Husy, živé, o hmotnosti <= 185 g","Poultry: live, geese, weighing not more than 185g",0.40001563399532203,5259445.0,4797795.0,POL,0.912224578829135,0.4481897814174387,0.5341220041037036,4.0,0.06153539014097495,0.06745640445246201,5267.0,93.95290759900107,5601.0,99.91080984659294,4.0
18,CZE,10515,3925.0,2023,1341,7,0,1.6022595148416798,0.13363657436886317,0.2606083207306418,1.3773197299057711,0.18398843895382827,0.13805730809198927,"Perličky, živé, o hmotnosti <= 185 g","Poultry: live, guinea fowls, weighing not more than 185g",0.26060832073064183,2608720.0,2152728.0,FRA,0.8252046980894845,0.6064122051464527,0.8690830347753019,8.0,0.0015045692906866203,0.001823267965112174,1653.0,29.48626471637531,2452.0,43.73885123082412,8.0
19,CZE,10594,37532226.0,2023,1341,20,1,1.6022595148416798,2.011517897016817,0.3563714396825211,1.3773197299057711,0.0,2.3629379007482147,"Kohouti,slepice domácí živí,nad 185g","Poultry: live, fowls of the species Gallus domesticus, weighing more than 185g",0.35637143968252116,1457468651.0,1222159931.0,DEU,0.8385497212317056,0.15782090092998777,0.20797631292708516,9.0,0.02575165234205782,0.030709750048252892,4016.0,71.6375312165537,5395.0,96.2361755262219,9.0
20,CZE,10599,32254871.000000004,2023,1341,18,1,1.6022595148416798,0.9188837712707922,0.34341516715921244,1.3773197299057711,0.0,9.511280011364164,"Kachny,husy,krocani,perličky ap domácí živí","Poultry: live, ducks, geese, turkeys and guinea fowls, weighing more than 185g",0.34341516715921244,311174177.0,249371161.0,POL,0.8013877096234756,0.11551913720016223,0.14955225867486668,5.0,0.10365535890852538,0.1293448322999948,2492.0,44.45237245808063,5123.0,91.38423118087763,5.0
21,CZE,10611,567757.0,2023,1341,9,0,1.6022595148416798,-0.953772240328272,0.22219222827278956,1.3773197299057711,-0.05315148899740418,0.14728047426918509,Primáti,"Mammals: live, primates",0.22219222827278953,353724003.0,39752047.0,FRA,0.11238153662984528,0.24835805727578822,0.49254887069623793,12.0,0.0016050847417329493,0.014282459466804313,767.0,13.681769532643596,685.0,12.219051016767748,12.0
22,CZE,10612,0.0,2023,1341,9,0,1.6022595148416798,-0.6747444316320962,0.22731543995227438,1.3773197299057711,-0.02597815218467459,0.0,"Velryby,delfíni,sviňuchy,kapustňáci,dugungové,tuleni,lvouni,mroži,živí","Mammals: live, whales, dolphins and porpoises (mammals of the order Cetacea): manatees and dugongs (mammals of the order Sirenia): seals, sea lions and walruses (mammals of the suborder Pinnipedia)",0.22731543995227432,7433612.0,193044.0,DEU,0.02596907129400889,0.2620642648110042,0.6131274029684912,25.0,0.0,0.0,967.0,17.249375668926152,885.0,15.786657153050305,25.0
23,CZE,10613,173061.0,2023,1341,12,0,1.6022595148416798,-3.1367532606603263,0.15906911991328962,1.3773197299057711,-0.24636494126493022,0.052388387803517976,"Velbloudi a jiní velbloudovití, živí","Mammals: live, camels and other camelids (Camelidae)",0.15906911991328962,303117760.0,679437.0,CZE,0.002241495186557198,0.253976167216136,0.17615085693507151,16.0,0.0005709365231519262,0.2547123574371134,60.0,1.0702818408847663,14.0,0.2497324295397788,16.0
24,CZE,10614,173595.0,2023,1341,12,0,1.6022595148416798,1.8581218013481537,0.27062924129380656,1.3773197299057711,0.2765954068565645,0.4124085768592195,"Králíci a zajíci, živí","Mammals: live, rabbits and hares",0.2706292412938066,38623954.0,30303206.0,NLD,0.7845702695275579,0.15933496409360048,0.2187778254810569,15.0,0.004494490646918231,0.0057286017855668475,3804.0,67.85586871209418,2942.0,52.47948626471638,15.0
25,CZE,10619,6313320.0,2023,1341,37,1,1.6022595148416798,0.43075354585315867,0.3459944535940734,1.3773197299057711,-0.0,1.9420626614263468,Domácí králíci,"Mammals: live, other than primates, whales, dolphins, porpoises (mammals of the order Cetacea): manatees, dugongs (mammals of the order Sirenia): seals, sea lions, walruses (mammals of the suborder Pinnipedia), camels, other camelids, rabbits and hares",0.34599445359407344,298292114.0,139865530.0,FRA,0.46888778963831407,0.10988159313486977,0.1738933832556617,10.0,0.02116489073526094,0.0451384983848415,1938.0,34.57010346057795,5182.0,92.43667499108098,10.0
26,CZE,10620,2905831.0,2023,1341,46,1,1.6022595148416798,-2.4332695261946715,0.29343363585198695,1.3773197299057711,-0.0,3.9661858450885936,Plazi (včetně hadů a želv),Reptiles: live (including snakes and turtles),0.29343363585198695,67227119.0,17226680.0,DEU,0.2562459950128162,0.06380669395249974,0.24985295336411278,7.0,0.043224089373813564,0.16868200953404835,141.0,2.5151623260792006,3779.0,67.40991794505887,7.0
27,CZE,10631,793935.0,2023,1341,23,1,1.6022595148416798,0.009513025971305497,0.327082738404804,1.3773197299057711,0.0,4.448513756726542,Dravci,"Birds: live, birds of prey",0.327082738404804,16376354.0,12385295.0,DEU,0.7562913576489614,0.12761482543188735,0.2072814422504439,6.0,0.04848057143855097,0.06410303509121099,1538.0,27.434891188012845,4673.0,83.35711737424188,6.0
28,CZE,10632,2405956.0,2023,1341,30,1,1.6022595148416798,-0.6366613820161239,0.3016585069042766,1.3773197299057711,-0.0,10.340265737254494,"Papouškovití (vč. papoušků, makaů apod)","Birds: live, Psittaciformes",0.30165850690427665,21350261.0,9757741.0,CZE,0.45703146205097916,0.12219301313244876,0.15732798498778697,2.0,0.11268976992833951,0.2465689548431343,985.0,17.57046022119158,4042.0,72.10132001427041,2.0
29,CZE,10633,3503.0,2023,1341,15,0,1.6022595148416798,-0.6804329968501659,0.21697836747846985,1.3773197299057711,-0.2145133150641695,0.5235163999636029,"Pštrosi, emuové, živí","Birds: live, ostriches: emus (Dromaius novaehollandiae)",0.21697836747846982,613984.0,131013.0,BEL,0.21338178193568563,0.13653052675582206,0.2998365508440911,16.0,0.0057053604002710165,0.02673780464534054,961.0,17.142347484837675,538.0,9.596860506600072,16.0
30,CZE,10639,433084.0,2023,1341,42,0,1.6022595148416798,-2.6020585096755995,0.23654070371692124,1.3773197299057711,-0.47424262908408904,0.9005072846337223,Holubi a ostatní ptáci j.n.,"Birds: live, other than birds of prey, Psittaciformes, ostriches and emus (Dromaius novaehollandiae)",0.2365407037169211,44129816.0,19969574.0,BEL,0.4525188593580358,0.06349994179496292,0.20221444053492993,19.0,0.009813863715180685,0.02168719272629451,115.0,2.051373528362469,1258.0,22.440242597217267,19.0
31,CZE,10641,91443.0,2023,1341,18,0,1.6022595148416798,0.3022970885289624,0.25041129552525326,1.3773197299057711,-0.06759372538720583,0.09894529974453008,"Včely, živé","Insects: live, bees",0.2504112955252532,84801299.0,40064712.0,SVK,0.4724539891776894,0.12743627097155916,0.22809774971906016,26.0,0.0010783207460064968,0.002282382561492018,1804.0,32.17980734926864,1947.0,34.73064573671067,26.0
32,CZE,10649,227202.0,2023,1341,17,0,1.6022595148416798,0.1645742918603849,0.26082388132679823,1.3773197299057711,0.03051389348659007,0.08723716410516362,"Hmyz ostatní, živý","Insects: live, other than bees",0.26082388132679835,238977943.0,140836501.0,NLD,0.5893284511198592,0.09515333577317603,0.21578236522932961,34.0,0.0009507237243229598,0.001613232353734775,1682.0,30.003567606136283,2458.0,43.845879414912595,34.0
33,CZE,10690,1126729.0,2023,1341,23,0,1.6022595148416798,-0.6940822715892895,0.2707564963902059,1.3773197299057711,-0.1372391191648468,0.40165854639059084,Ostatní živá zvířata j.n.,"Animals: live, n.e.c. in chapter 01, other than mammals, reptiles, birds and insects",0.270756496390206,257400667.0,145304619.0,NLD,0.5645075465169638,0.1217903813014862,0.2860062934794797,27.0,0.004377335199368384,0.007754254529238331,951.0,16.963967178023545,2949.0,52.60435247948626,27.0
34,CZE,20110,12018076.0,2023,1341,22,0,1.6022595148416798,1.1916242829101324,0.3032609198883113,1.3773197299057711,0.21968405960951656,0.41739094449753633,"Maso hovězí,čerstvé,chlazené,v celku,půlené","Meat: of bovine animals, carcasses and half-carcasses, fresh or chilled",0.30326091988831094,2642038435.0,2181846671.0,ESP,0.8258194287018387,0.08879902010132132,0.11449665418872962,20.0,0.004548789238185326,0.005508212909613757,2840.0,50.66000713521227,4107.0,73.26079200856226,20.0
35,CZE,20120,34956015.0,2023,1341,25,0,1.6022595148416798,0.6544377812344605,0.299029478941062,1.3773197299057711,0.07100673752896886,0.5509410056139239,"Maso hovězí ost,čerstvé,chlazené,nevykostěné","Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",0.2990294789410621,5821890427.0,4023541847.0,POL,0.6911057323133643,0.07700722750319007,0.12291983328131759,20.0,0.00600423787398773,0.00868787161392732,2160.0,38.53014627185159,3948.0,70.42454513021762,20.0
36,CZE,20130,49518437.0,2023,1341,18,0,1.6022595148416798,0.1378672589123938,0.2776127120820292,1.3773197299057711,-0.011736453645636974,0.2111232570248804,"Maso hovězí,čerstvé,chlazené,vykostěné","Meat: of bovine animals, boneless cuts, fresh or chilled",0.27761271208202937,21521773611.0,6444642780.0,IRL,0.29944756861051997,0.08930703735281141,0.17352197146274073,25.0,0.002300852982427555,0.0076836589226749975,1660.0,29.6111309311452,3226.0,57.545486978237605,25.0
37,CZE,20210,23833.0,2023,1341,25,0,1.6022595148416798,0.10691753300282963,0.2739789962636897,1.3773197299057711,-0.18973613516547533,0.018558554856628037,"Maso hovězí zmrazené,v celku,půlené","Meat: of bovine animals, carcasses and half-carcasses, frozen",0.27397899626368954,117837024.0,31446010.0,POL,0.2668601847921753,0.07676009830290695,0.09453035354503793,43.0,0.00020225391978670473,0.0007579021949048544,1637.0,29.20085622547271,3082.0,54.97681056011417,43.0
38,CZE,20220,799654.0,2023,1341,24,0,1.6022595148416798,-0.4656012272675302,0.27559880933355796,1.3773197299057711,-0.21244226563622726,0.02687708685720013,"Maso hovězí ostatní zmrazené,nevykostěné","Meat: of bovine animals, cuts with bone in (excluding carcasses and half-carcasses), frozen",0.2755988093335579,2730028161.0,257065489.0,NLD,0.09416221146445529,0.13675531727553586,0.13642961587595054,46.0,0.0002929105316287615,0.0031107014913230925,1123.0,20.032108455226545,3149.0,56.17195861576882,46.0
39,CZE,20230,5864926.0,2023,1341,18,0,1.6022595148416798,-0.8897650716339957,0.22000129839572835,1.3773197299057711,-0.22841612083985283,0.017567738217618898,"Maso hovězí zmrazené,vykostěné","Meat: of bovine animals, boneless cuts, frozen",0.22000129839572838,30633307703.0,2625218315.0,IRL,0.08569816685982315,0.13359507439826981,0.1243403466702553,49.0,0.0001914558511559505,0.002234071721383675,798.0,14.234748483767392,614.0,10.952550838387442,49.0
40,CZE,20311,34107542.0,2023,1341,18,1,1.6022595148416798,2.390234189402522,0.34931997362542655,1.3773197299057711,0.0,1.0712370983411719,"Maso vepřové čerstvé,chlazené,v celku,půlené","Meat: of swine, carcasses and half-carcasses, fresh or chilled",0.3493199736254266,2921541272.0,2719411228.0,BEL,0.9308139008895028,0.18384955094861927,0.21042018190399625,11.0,0.011674502882052731,0.012542252399643324,4535.0,80.89546914020693,5247.0,93.59614698537283,11.0
41,CZE,20312,5006576.999999999,2023,1341,10,0,1.6022595148416798,2.7985764494839276,0.2661628794847881,1.3773197299057711,0.6166418488754958,0.08610288952678596,"Šunky,plece vepř.čerstvé,chlazené,nevykostěné","Meat: of swine, hams, shoulders and cuts thereof, with bone in, fresh or chilled",0.2661628794847882,5335441733.0,3420978573.0,NLD,0.6411800079909148,0.16693768902052292,0.18995086183635074,17.0,0.0009383622295102664,0.0014634926507620658,5045.0,89.99286478772743,2746.0,48.98323225115947,17.0
42,CZE,20319,46906140.99999999,2023,1341,14,0,1.6022595148416798,2.75045063707562,0.2950340042737961,1.3773197299057711,0.6022792766787113,0.3695846028304235,"Maso vepřové ostatní čerstvé,chlazené","Meat: of swine, n.e.c. in item no. 0203.1, fresh or chilled",0.2950340042737961,11645631469.0,8486228073.0,ESP,0.7287048448673522,0.13690429543552576,0.2008398061562668,14.0,0.004027788542412787,0.005527325049068357,5000.0,89.19015340706386,3829.0,68.3018194791295,14.0
43,CZE,20321,70272.0,2023,1341,16,0,1.6022595148416798,1.200193638235499,0.27491345413636503,1.3773197299057711,0.24359535585581488,0.03036635230449025,"Maso vepřové zmarazené,v celku,půlené","Meat: of swine, carcasses and half-carcasses, frozen",0.274913454136365,212342485.0,84085631.0,ESP,0.39599061393672585,0.15080588298476735,0.1618554866876246,36.0,0.00033093707083629544,0.0008357194822026132,2857.0,50.96325365679629,3117.0,55.601141633963614,36.0
44,CZE,20322,1401993.0000000002,2023,1341,12,0,1.6022595148416798,1.9148457479229146,0.26288910767104096,1.3773197299057711,0.26295841918410273,0.09516544781804706,"Šunky,plece vepřové zmrazené,nevykostěné","Meat: of swine, hams, shoulders and cuts thereof, with bone in, frozen",0.26288910767104096,1351804094.0,674309229.0,ESP,0.49882170944216714,0.13634181899934047,0.23753706608507252,26.0,0.001037127351679703,0.002079154399353476,3882.0,69.24723510524437,2558.0,45.62968248305387,26.0
45,CZE,20329,12458683.0,2023,1341,16,0,1.6022595148416798,1.577968470679636,0.28559462903404154,1.3773197299057711,0.24978057143471843,0.07747351085926378,Maso vepřové ostatní zmrazené,"Meat: of swine, n.e.c. in item no. 0203.2, frozen",0.28559462903404154,14755913686.0,7317771481.0,ESP,0.49592127175038286,0.11709391352225473,0.2138167185620761,30.0,0.0008443179639780931,0.0017025241950159224,3405.0,60.73849447021049,3525.0,62.87905815198002,30.0
46,CZE,20410,67854.0,2023,1341,21,0,1.6022595148416798,-1.3853121505681414,0.2553950214447043,1.3773197299057711,-0.33883246020821994,0.004334514847971046,"Jehně čerstvé,chlazené,v celku,půlené","Meat: of sheep, lamb carcasses and half-carcasses, fresh or chilled",0.25539502144470416,1436422394.0,527417596.0,FRA,0.36717444548556655,0.18659495311297294,0.2258166584348458,56.0,4.723819419930319e-05,0.00012865327306978966,511.0,9.115233678201927,2215.0,39.511237959329286,56.0
47,CZE,20421,491.0,2023,1341,22,0,1.6022595148416798,-1.6052924981797803,0.23582398137646518,1.3773197299057711,-0.43100063946770506,0.00011268787308065766,"Maso skopové ost.čerstvé,chlaz,v celku,půlené","Meat: of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), fresh or chilled",0.23582398137646518,399808035.0,162330689.0,IRL,0.4060215773302305,0.09185750812327026,0.2761948626859843,61.0,1.228089375442392e-06,3.024689927854615e-06,406.0,7.242240456653586,1218.0,21.726721369960757,61.0
48,CZE,20422,128820.0,2023,1341,11,0,1.6022595148416798,1.0441602741678329,0.22949710796201395,1.3773197299057711,0.20953201146041373,0.009540646006489557,"Maso skopové ost.čerstvé,chlazené,nevykostěné","Meat: of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), fresh or chilled",0.22949710796201392,1238946977.0,242369209.0,IRL,0.19562516677418715,0.32628339474326506,0.21122812513536351,36.0,0.00010397539393649128,0.0005315031580599828,2635.0,47.00321084552265,974.0,17.37424188369604,36.0
49,CZE,20423,224800.0,2023,1341,6,0,1.6022595148416798,-0.09452321593418786,0.1985745209424316,1.3773197299057711,0.12725528295877037,0.044663337286179584,"Maso skopové ost.čerstvé,chlazené,vykostěné","Meat: of sheep (including lamb), boneless cuts, fresh or chilled",0.1985745209424316,461840850.00000006,101963498.0,IRL,0.22077626524375224,0.31465318330724057,0.32663038019185214,20.0,0.00048674776170189356,0.0022047105523978787,1444.0,25.758116303960044,177.0,3.1573314306100606,20.0
50,CZE,20430,30268.0,2023,1341,15,0,1.6022595148416798,-1.1131789571977304,0.19835225397871498,1.3773197299057711,-0.2495712530391107,0.016786248936466137,"Jehně zmrazené,v celku,půlené","Meat: of sheep, lamb carcasses and half-carcasses, frozen",0.19835225397871503,165454001.0,21375403.0,ESP,0.129192421282094,0.22759309740893624,0.16914706374745817,40.0,0.00018293906352859972,0.0014160200862645723,658.0,11.737424188369603,176.0,3.139493399928648,40.0
51,CZE,20441,113798.99999999999,2023,1341,12,0,1.6022595148416798,-2.07810183305599,0.19145873041423223,1.3773197299057711,-0.33229503026504675,0.04264607651193309,"Maso skopové ostatní,zmrazené,v celku,půlené","Meat: of sheep, carcasses and half-carcasses (excluding carcasses and half-carcasses of lamb), frozen",0.1914587304142322,244853644.0,15554629.0,ESP,0.0635262303876515,0.35612365434443893,0.3988937032998536,29.0,0.00046476335063242916,0.007316085777423556,227.0,4.049232964680699,111.0,1.9800214056368177,29.0
52,CZE,20442,377664.99999999994,2023,1341,8,0,1.6022595148416798,-1.1528855668915334,0.1728111472637993,1.3773197299057711,-0.16477173452573915,0.010954224421530625,"Maso skopové ostatní,zmrazené,nevykostěné","Meat: of sheep (including lamb), cuts with bone in (excluding carcasses and half-carcasses), frozen",0.17281114726379926,3163532584.9999995,188337029.0,NLD,0.05953377243307264,0.40279672212411677,0.18923776074281115,40.0,0.0001193807839346153,0.0020052615356908913,629.0,11.220121298608634,33.0,0.5886550124866214,40.0
53,CZE,20443,1623357.0,2023,1341,11,0,1.6022595148416798,-0.9464724348038727,0.19350505863101775,1.3773197299057711,-0.12841641333330842,0.1525386793099614,"Maso skopové ostatní,zmrazené,vykostěné","Meat: of sheep (including lamb), boneless cuts, frozen",0.19350505863101777,976520273.0,144347452.0,NLD,0.14781818257243698,0.34313509792368285,0.1945902183511462,20.0,0.0016623894504645886,0.011246177036779284,772.0,13.77095968605066,123.0,2.194077773813771,20.0
54,CZE,20450,50729.0,2023,1341,15,0,1.6022595148416798,-3.4380500809125056,0.20759540086385422,1.3773197299057711,-0.3372429317607645,0.011686691830984156,Maso kozí,"Meat: of goats, fresh, chilled or frozen",0.20759540086385425,398301477.0,53341468.0,ESP,0.13392234545994416,0.24966969736503652,0.21635848756182585,40.0,0.000127363323837235,0.0009510236951109032,40.0,0.7135212272565109,323.0,5.761683910096325,40.0
55,CZE,20500,21180.0,2023,1341,15,0,1.6022595148416798,0.8422916443598772,0.27549210836510246,1.3773197299057711,0.1365387777774513,0.004659344351946638,"Maso koňské,oslí,mezků,mul,čerst,chlaz,zmraz","Meat: of horses, asses, mules or hinnies, fresh, chilled or frozen",0.2754921083651024,417107842.0,219066859.0,BEL,0.5252043642948339,0.09441120570161221,0.1519487339322905,40.0,5.0778234948649085e-05,9.668281225504767e-05,2396.0,42.739921512665,3145.0,56.10060649304317,40.0
56,CZE,20610,624973.9999999999,2023,1341,16,0,1.6022595148416798,0.665625236610343,0.2689300206844888,1.3773197299057711,0.06384311736568651,0.048336493145735335,"Droby hovězí jedlé,čerstvé,chlazené","Offal, edible: of bovine animals, fresh or chilled",0.2689300206844887,1186407871.0,307918769.0,NLD,0.25953871052832894,0.19243638735758264,0.1471798880256606,30.0,0.0005267783662571469,0.002029671663178154,2174.0,38.77987870139137,2874.0,51.266500178380305,30.0
57,CZE,20621,13292.0,2023,1341,18,0,1.6022595148416798,-0.20306268710772385,0.25600407370903366,1.3773197299057711,-0.08172111464623008,0.002922943433773749,Jazyky hovězí zmrazené,"Offal, edible: of bovine animals, tongues, frozen",0.25600407370903355,417269969.0,68527691.0,IRL,0.1642286675080612,0.12499497625957329,0.13743790405386938,56.0,3.1854676797984474e-05,0.00019396538546731423,1337.0,23.849447021048874,2243.0,40.01070281840885,56.0
58,CZE,20622,199333.0,2023,1341,20,0,1.6022595148416798,-0.587187556607711,0.23881667737554002,1.3773197299057711,-0.1835933257165021,0.07254277245626817,Játra hovězí zmrazená,"Offal, edible: of bovine animals, livers, frozen",0.23881667737554,252134492.0,49289743.0,NLD,0.19548988561231836,0.16027810471944226,0.14584313299884832,34.0,0.0007905820358763132,0.004044107107639007,1031.0,18.391009632536566,1375.0,24.52729218694256,34.0
