,loc,prod,ExportValue,time,diversity,ubiquity,mcp,eci,pci,density,coi,cog,rca,POPIS,description,relatedness,WorldExport,EUExport,EUTopExporter,EUWorldMarketShare,hhi,euhhi,CZE_Rank,CZE_WorldMarketShare,CZE_EUMarketShare,PCI_Rank,PCI_Percentile,relatedness_Rank,relatedness_Percentile,export_Rank
2038,CZE,390311,109873925.0,2022,1436,19,1,1.5726864950895576,1.9643467133829524,0.36301858408473064,1.3450586607221944,0.0,1.9271655203821003,Polystyren expandovatelný(nadouvací),"Styrene polymers: expansible polystyrene, in primary forms",0.3630185840847304,5926880843.0,3188584673.0,DEU,0.5379869711343883,0.0704727527079554,0.16422433155810723,16.0,0.018538237550324244,0.03445852510374906,3968.0,70.78130574384588,5069.0,90.42097752408134,16.0
2039,CZE,390319,45430846.0,2022,1436,20,0,1.5726864950895576,1.7344946772133063,0.28318783555134114,1.3450586607221944,0.20255396233403267,0.8197429806405152,Polystyren ostatní v primárních formách,"Styrene polymers: (other than expansible polystyrene), in primary forms",0.28318783555134114,5761342470.0,2151694609.0,BEL,0.3734710477990384,0.056306183466001455,0.18069872955328461,25.0,0.007885461806265441,0.021113984210386613,3619.0,64.55583303603282,2591.0,46.21833749554049,25.0
2040,CZE,390320,1563938.0,2022,1436,9,0,1.5726864950895576,2.967450503558227,0.2690011085045105,1.3450586607221944,0.5982588380274066,0.1510123587014835,Kopolymery styren-akrylonitrilové(SAN),"Styrene polymers: styrene-acrylonitrile (SAN) copolymers, in primary forms",0.2690011085045104,1076608031.0,202942152.0,DEU,0.18850142870613604,0.14754591269827486,0.24982841711486298,25.0,0.0014526531058358786,0.007706324115455325,5228.0,93.25722440242598,1991.0,35.515519086692834,25.0
2041,CZE,390330,10736472.0,2022,1436,10,0,1.5726864950895576,2.6399421911736414,0.2571130592824844,1.3450586607221944,0.3779035772640492,0.13089064560400554,Kopolymery akrylonitril-butadien-styren.(ABS),"Styrene polymers: acrylonitrile-butadiene-styrene (ABS) copolymers, in primary forms",0.25711305928248435,8527143272.0,1906689835.0,BEL,0.22360241574231168,0.16284713791640892,0.16375072705694904,30.0,0.001259093656284001,0.005630948360303185,4940.0,88.1198715661791,1439.0,25.668926150552977,30.0
2042,CZE,390390,63579715.00000001,2022,1436,17,1,1.5726864950895576,2.568639140425476,0.32892044707224133,1.3450586607221944,0.0,1.2642525576506207,Polymery styrenu ostatní v primárních formách,"Styrene polymers: in primary forms, n.e.c. in heading no. 3903",0.3289204470722413,5227996762.0,1702628518.0,BEL,0.3256751286411757,0.0800240974727357,0.2045405011701928,17.0,0.012161391426661332,0.037342094489691856,4850.0,86.51444880485194,4181.0,74.5808062789868,17.0
2043,CZE,390410,100062223.0,2022,1436,21,0,1.5726864950895576,1.9921074184748424,0.29984069801713414,1.3450586607221944,0.311558795789635,0.5758029454892395,"Polyvinylchlorid,nesmíšený s jinými látkami","Vinyl chloride, other halogenated olefin polymers: poly(vinyl chloride), not mixed with any other substances, in primary forms",0.29984069801713414,18065369085.0,5595748655.0,DEU,0.3097500321566223,0.08004671495501765,0.14374119629093524,25.0,0.00553889724196576,0.017881829433241403,4016.0,71.6375312165537,3282.0,58.544416696396716,25.0
2044,CZE,390421,2008151.9999999998,2022,1436,27,0,1.5726864950895576,1.1454487850275181,0.30881761039315603,1.3450586607221944,0.06832070289749685,0.14916663855842943,Polyvinylchloridy neměkčené,"Vinyl chloride, other halogenated olefin polymers: non-plasticised poly(vinyl chloride), in primary forms, mixed with other substances",0.3088176103931558,1399508218.0,804751038.0,DEU,0.5750241603797428,0.0808127070585929,0.187426821681694,39.0,0.001434898326549162,0.0024953704999135396,2723.0,48.57295754548698,3597.0,64.16339636104173,39.0
2045,CZE,390422,53543409.0,2022,1436,34,1,1.5726864950895576,-0.06283859710498893,0.3410805715053747,1.3450586607221944,-0.0,2.0469979520459107,Polyvinylchloridy měkčené,"Vinyl chloride, other halogenated olefin polymers: plasticised poly(vinyl chloride), in primary forms, mixed with other substances",0.34108057150537474,2719187682.0,980674449.0,DEU,0.3606497835701802,0.07589160084613929,0.16835646350387595,11.0,0.01969095747029057,0.05459855618202203,1385.0,24.70567249375669,4452.0,79.41491259364966,11.0
2046,CZE,390430,19047337.0,2022,1436,9,1,1.5726864950895576,2.5205194044830006,0.34888169025143184,1.3450586607221944,0.0,3.628310272939744,Kopolymery vinylchlorid-vinylacetátové,"Vinyl chloride, other halogenated olefin polymers: vinyl chloride-vinyl acetate copolymers, in primary forms",0.34888169025143184,545733258.0,278567069.0,DEU,0.5104454693138749,0.12061470351809177,0.3257254554535717,10.0,0.03490228370871984,0.06837612596627493,4788.0,85.40849090260436,4676.0,83.41063146628612,10.0
2047,CZE,390440,18754.0,2022,1436,7,0,1.5726864950895576,2.283605037866234,0.26932466978435515,1.3450586607221944,0.541223186110956,0.004582701264784295,Kopolymery vinylchloridové ostatní,"Vinyl chloride, other halogenated olefin polymers: vinyl chloride copolymers, in primary forms n.e.c. in heading no. 3904",0.2693246697843551,425424932.00000006,150420261.0,DEU,0.3535765059486452,0.2007447384749137,0.7185093307965011,49.0,4.4082982893912753e-05,0.0001246773531392822,4455.0,79.4684266856939,2005.0,35.76525151623261,49.0
2048,CZE,390450,2892234.9999999995,2022,1436,6,1,1.5726864950895576,3.699359557017183,0.40546877587509755,1.3450586607221944,0.0,1.0477435041363217,Polymery vinylidenchloridové,"Vinyl chloride, other halogenated olefin polymers: vinylidene chloride polymers, in primary forms",0.4054687758750975,286965161.0,206206370.0,FRA,0.7185763222316732,0.41549702588800413,0.7524791609331828,10.0,0.01007869732312209,0.014025924611349298,5544.0,98.8940420977524,5583.0,99.58972529432751,10.0
